front,source,query,id,doi,year,title,first_author
F1-stacking-arbitraje,openalex,ensemble crop mapping satellite image time series deep learning,W4379229760,10.1186/s40537-023-00772-x,2023,Review of deep learning methods for remote sensing satellite images classification: experimental survey and comparative analysis,Adekanmi Adeyinka Adegun
F1-stacking-arbitraje,openalex,ensemble crop mapping satellite image time series deep learning,W3011560410,10.1093/nsr/nwaa047,2020,Deep-learning-based information mining from ocean remote-sensing imagery,Xiaofeng Li
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W3021001507,10.1016/j.cmpb.2020.105532,2020,COVID-19 identification in chest X-ray images on flat and hierarchical classification scenarios,Rodolfo M. Pereira
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W4391346405,10.3390/rs16030533,2024,Selecting and Interpreting Multiclass Loss and Accuracy Assessment Metrics for Classifications with Class Imbalance: Guidance and Best Practices,Sarah Farhadpour
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W3114688163,10.1016/j.compmedimag.2020.101843,2020,Automated multi-class classification of skin lesions through deep convolutional neural network with dermoscopic images,Imran Iqbal
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W4383426985,10.14569/ijacsa.2023.01406116,2023,Comparative Analysis using Various Performance Metrics in Imbalanced Data for Multi-class Text Classification,Slamet Riyanto
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W3215008255,10.1109/jstars.2021.3130186,2021,Multitemporal Polarimetric SAR Change Detection for Crop Monitoring and Crop Type Classification,Cristian Silva-Perez
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W4308391678,10.3390/electronics11213618,2022,Detection and Classification of Tomato Crop Disease Using Convolutional Neural Network,Gnanavel Sakkarvarthi
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W2888358068,10.1016/j.media.2019.01.012,2019,Attention gated networks: Learning to leverage salient regions in medical images,Jo Schlemper
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W3181411924,10.1016/j.imu.2021.100659,2021,An approach for multiclass skin lesion classification based on ensemble learning,Zillur Rahman
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W4386266758,10.1109/access.2023.3309697,2023,MCNN-LSTM: Combining CNN and LSTM to Classify Multi-Class Text in Imbalanced News Data,Khan Md. Hasib
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W3136993381,10.1016/j.jspr.2021.101800,2021,Computer-vision classification of corn seed varieties using deep convolutional neural network,Shima Javanmardi
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W2991083105,10.1038/s41592-019-0658-6,2019,Analysis of the Human Protein Atlas Image Classification competition,Wei Ouyang
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W2950123062,10.3390/rs11121461,2019,Land Cover Classification from fused DSM and UAV Images Using Convolutional Neural Networks,Husam A. H. Al-Najjar
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W3171108477,10.3390/cancers13112766,2021,Automated Detection and Classification of Oral Lesions Using Deep Learning to Detect Oral Potentially Malignant Disorders,Gizem Tanriver
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W3165319944,10.3390/s21113758,2021,Machine Learning in Agriculture: A Comprehensive Updated Review,Lefteris Benos
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W2980444207,10.1109/access.2019.2947484,2019,A Deep Learning Ensemble Approach for Diabetic Retinopathy Detection,Sehrish Qummar
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W4406933890,10.3390/rs17030454,2025,A Survey of Methods for Addressing Imbalance Data Problems in Agriculture Applications,Tajul Miftahushudur
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W4224324554,10.1016/j.inpa.2022.04.001,2022,Deep learning based classification of sheep behaviour from accelerometer data with imbalance,Kirk E. Turner
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W4226312434,10.1109/access.2022.3165193,2022,Automatic Severity Classification of Diabetic Retinopathy Based on DenseNet and Convolutional Block Attention Module,Mohamed Farag
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W4224216771,10.1016/j.injury.2022.04.013,2022,Vision Transformer for femur fracture classification,Leonardo Tanzi
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W3197288968,10.1016/j.mlwa.2021.100154,2021,An investigation of XGBoost-based algorithm for breast cancer classification,Xin Yu Liew
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W2990405126,10.1101/860700,2019,Skin Lesions Classification Using Deep Learning Based on Dilated Convolution,Md. Aminur Rab Ratul
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W3173302161,10.1016/j.jjimei.2021.100019,2021,Sentiment analysis and classification of Indian farmers’ protest using twitter data,Ashwin Sanjay Neogi
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W4312105496,10.1016/j.atech.2022.100155,2022,Nutrients deficiency diagnosis of rice crop by weighted average ensemble learning,Md. Simul Hasan Talukder
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W4281492951,10.3390/su14106339,2022,A Deep Learning-Based Model for Date Fruit Classification,Khalied M. Albarrak
F1-stacking-arbitraje,openalex,class imbalance macro F1 crop type classification,W4405995154,10.3390/cancers17010121,2025,Advanced Brain Tumor Classification in MR Images Using Transfer Learning and Pre-Trained Deep CNN Models,Rukiye Disci
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4200503226,10.1016/j.rse.2021.112831,2021,"Mapping of crop types and crop sequences with combined time series of Sentinel-1, Sentinel-2 and Landsat 8 data for Germany",Lukas Blickensdörfer
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4318041127,10.1016/j.isprsjprs.2022.12.016,2023,End-to-end learned early classification of time series for in-season crop type mapping,Marc Rußwurm
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W3002582828,10.1016/j.gecco.2020.e00919,2020,Co-benefits and trade-offs of agroforestry for climate change mitigation and other sustainability goals in West Africa,Héloïse Tschora
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W3037944196,10.1016/j.compag.2020.105595,2020,Characterizing and mapping cropping patterns in a complex agro-ecosystem: An iterative participatory mapping procedure using machine learning algorithms and MODIS vegetation indices,Gudina Legese Feyisa
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4283324343,10.3390/rs14132981,2022,Mapping Crop Types of Germany by Combining Temporal Statistical Metrics of Sentinel-1 and Sentinel-2 Time Series with LPIS Data,Sarah Asam
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W2955593274,10.1038/s41597-019-0084-8,2019,"Mapping global development potential for renewable energy, fossil fuels, mining and agriculture sectors",James R. Oakleaf
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W2998349956,10.1016/j.rse.2019.111553,2019,Strengthening agricultural decisions in countries at risk of food insecurity: The GEOGLAM Crop Monitor for Early Warning,Inbal Becker‐Reshef
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W3034246221,10.1016/j.landusepol.2020.104840,2020,Mapping hotspots and bundles of forest ecosystem services across the European Union,Francesco Orsi
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W3096936835,10.1016/j.rse.2020.112148,2020,High-resolution wall-to-wall land-cover mapping and land change assessment for Australia from 1985 to 2015,Marco Calderón-Loor
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4393160402,10.1038/s43016-024-00952-9,2024,Phosphorus applications adjusted to optimal crop yields can help sustain global phosphorus reserves,R. W. McDowell
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4286498159,10.1038/s43016-022-00549-0,2022,Time management governs climate resilience and productivity in the coupled rice–wheat cropping systems of eastern India,Andrew J. McDonald
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4288420805,10.1016/j.rse.2022.113195,2022,Fifty years of Landsat science and impacts,Michael A. Wulder
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W3123327024,10.1016/j.scitotenv.2021.145384,2021,Mapping soil organic carbon stocks and trends with satellite-driven high resolution maps over South Africa,Zander S. Venter
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4322754442,10.1080/15481603.2023.2181143,2023,Thematic accuracy assessment of the NLCD 2019 land cover for the conterminous United States,James Wickham
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4200236397,10.1038/s43016-021-00429-z,2021,Global maps of cropland extent and change show accelerated cropland expansion in the twenty-first century,Peter Potapov
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4296125632,10.1016/j.rsase.2022.100834,2022,Two decades of land cover mapping in the Río de la Plata grassland region: The MapBiomas Pampa initiative,Santiago Baeza
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4402901097,10.1038/s41597-024-03884-y,2024,European Union crop map 2022: Earth observation’s 10-meter dive into Europe’s crop tapestry,Babak Ghassemi
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W3093215896,10.1038/s41586-020-2784-9,2020,Global priority areas for ecosystem restoration,Bernardo B. N. Strassburg
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4394903452,10.1016/j.ecoser.2024.101620,2024,Ecosystem service multifunctionality and trade-offs in English Green Belt peri-urban planning,Matthew Kirby
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W2971585857,10.1038/s41588-019-0480-1,2019,A reference genome for pea provides insight into legume genome evolution,Jonathan Kreplak
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W3040709534,10.1186/s43008-020-00033-z,2020,Unambiguous identification of fungi: where do we stand and how accurate and precise is fungal DNA barcoding?,Robert Lücking
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W3158553145,10.3390/rs13091740,2021,Toward Large-Scale Mapping of Tree Crops with High-Resolution Satellite Imagery and Deep Learning Algorithms: A Case Study of Olive Orchards in Morocco,Chenxi Lin
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W3092963667,10.3390/su12208565,2020,Mapping Land Use Land Cover Transitions at Different Spatiotemporal Scales in West Africa,Beatrice Asenso Barnieh
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W4308736555,10.1038/s41597-022-01775-8,2022,Sentinel2GlobalLULC: A Sentinel-2 RGB image tile dataset for global land use/cover mapping with deep learning,Yassir Benhammou
F2-cardinalidad-selectiva,openalex,number of crop classes legend accuracy trade-off mapping,W2969695601,10.3390/rs11161920,2019,Combining ASNARO-2 XSAR HH and Sentinel-1 C-SAR VH/VV Polarization Data for Improved Crop Mapping,Rei Sonobe
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W3183516990,10.1007/s10994-024-06534-x,2024,Machine learning with a reject option: a survey,Kilian Hendrickx
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4309779554,10.1016/j.comnet.2022.109467,2022,Fine-grained TLS services classification with reject option,Jan Luxemburk
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W2918316070,10.3390/rs11050493,2019,Aggregated Deep Local Features for Remote Sensing Image Retrieval,Raffaele Imbriaco
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W3127706219,10.1007/s10980-021-01194-x,2021,Predicting catchment-scale methane fluxes with multi-source remote sensing,Aleksi Räsänen
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W3022116776,10.3390/s20092745,2020,Photoacoustic-Based Gas Sensing: A Review,Stefan Palzer
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4385374058,10.48550/arxiv.2107.11277,2021,Machine Learning with a Reject Option: A survey,Kilian Hendrickx
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W3203170306,10.3390/rs13193878,2021,Remote Sensing of Wetlands in the Prairie Pothole Region of North America,Joshua Montgomery
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W3135574654,10.1016/j.rser.2021.110856,2021,"Decarbonizing the food and beverages industry: A critical and systematic review of developments, sociotechnical systems and policy options",Benjamin K. Sovacool
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4311772445,10.1016/j.oceaneng.2022.113202,2022,Object perception in underwater environments: a survey on sensors and sensing methodologies,Dinh Quang Huy
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W3202272738,10.1016/j.aej.2021.09.046,2021,"Frequency selective surfaces as spatial filters: Fundamentals, analysis and applications",Ankush Kapoor
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4307546654,10.3390/rs14215362,2022,Weakly Supervised Object Detection for Remote Sensing Images: A Survey,Corrado Fasana
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4367049970,10.1038/s41746-023-00810-1,2023,A systematic review of neurophysiological sensing for the assessment of acute pain,Raul Fernandez Rojas
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W3125664696,10.1016/j.jag.2021.102456,2021,A review on deep learning in UAV remote sensing,Lucas Prado Osco
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4383877898,10.1016/j.heliyon.2023.e18170,2023,"Water pollution control and revitalization using advanced technologies: Uncovering artificial intelligence options towards environmental health protection, sustainability and water security",Emmanuel Kwame Nti
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W3107669251,10.3390/rs12223801,2020,A Novel Image Fusion Method of Multi-Spectral and SAR Images for Land Cover Classification,Yinghui Quan
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4395033690,10.1007/s11263-024-02029-3,2024,Augmenting the Softmax with Additional Confidence Scores for Improved Selective Classification with Out-of-Distribution Data,Guoxuan Xia
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4399021799,10.1002/lpor.202301291,2024,Remote 3D Imaging and Classification of Pelagic Microorganisms with A Short‐Range Multispectral Confocal LiDAR,Joaquim Santos
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4285205927,10.1109/access.2022.3174679,2022,Zero Trust Architecture (ZTA): A Comprehensive Survey,Naeem Syed
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4384558963,10.1186/s42408-023-00198-z,2023,Contribution of remote sensing to wildfire trend and dynamic analysis in two of Ghana’s ecological zones: Guinea-savanna and Forest-savanna mosaic,Kueshi Sémanou Dahan
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W2762019694,10.1038/s41596-018-0098-2,2019,Creation and analysis of biochemical constraint-based models using the COBRA Toolbox v.3.0,Laurent Heirendt
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4410922745,10.1007/s40725-025-00251-x,2025,Close-Range Remote Sensing of Forest Structure for Biodiversity Assessments: A Systematic Literature Review,Jan Feigl
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4387568632,10.3390/s23208429,2023,Nanotechnology and E-Sensing for Food Chain Quality and Safety,Elisabetta Poeta
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W3134260948,10.1016/j.asoc.2021.107249,2021,A wrapper methodology to learn interval-valued fuzzy rule-based classification systems,José Sanz
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W1739686760,10.1007/978-3-030-90434-0_43-1,2023,Wicked Problems in Public Policy,Brian Head
F2-cardinalidad-selectiva,openalex,selective classification reject option remote sensing,W4404734402,10.1007/s00138-024-01620-5,2024,Naturally constrained reject option classification,Nicholas Kashani Motlagh
F2-cardinalidad-selectiva,openalex,crop type nomenclature hierarchy harmonisation EuroCrops HCAT,W4405270212,10.1088/1748-9326/ad9d61,2024,Policy relevant crop diversity monitoring based on earth observation and farmers’ declarations,Marijn van der Velde
F2-cardinalidad-selectiva,openalex,crop type nomenclature hierarchy harmonisation EuroCrops HCAT,W4306312208,10.48550/arxiv.2210.07178,2022,Challenges and Opportunities of Large Transnational Datasets: A Case Study on European Administrative Crop Data,Maja Schneider
F2-cardinalidad-selectiva,openalex,crop type nomenclature hierarchy harmonisation EuroCrops HCAT,W4391022307,10.21203/rs.3.rs-3725140/v2,2024,Advancing Transnational Assessments of Biodiversity Drivers in European Agriculture with an Updated Hierarchical Crop and Agriculture Taxonomy (HCAT),Maja Schneider
F2-cardinalidad-selectiva,openalex,crop type nomenclature hierarchy harmonisation EuroCrops HCAT,W7164925238,10.5194/essd-18-4075-2026,2026,"EuroCrops v2.0: multi-annual harmonized parcel level crop type data linked to European Union-wide survey, statistical, and Earth Observation products",Martin Claverie
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W3171229070,10.1109/access.2021.3084358,2021,"A Survey on Semi-, Self- and Unsupervised Learning for Image Classification",Lars Schmarje
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4410721097,10.3390/rs17111845,2025,A Deep Learning-Based Solution to the Class Imbalance Problem in High-Resolution Land Cover Classification,Pengdi Chen
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4395463956,10.3390/su16093582,2024,Detailed Land Use Classification in a Rare Earth Mining Area Using Hyperspectral Remote Sensing Data for Sustainable Agricultural Development,Chige Li
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4411607185,10.3390/app15137056,2025,Class-Balanced Random Patch Training to Address Class Imbalance in Tiling-Based Farmland Classification,Yeongung Bae
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W7142841938,10.1007/s44163-026-01070-0,2026,"AgriGen-XL: a physics-aware multi-scale generative framework integrating EfficientNet, DeepLabV3+, and YOLOv5 for precision agricultural imaging",Nibedita Deb
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4406745494,10.1007/s11069-025-07137-y,2025,Social vulnerability correlates of flood risk to crops and buildings,Sina Razzaghi Asl
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4385900995,10.3390/systems11080400,2023,A Comprehensive Review of Recent Research Trends on Unmanned Aerial Vehicles (UAVs),Khaled Telli
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W3160697385,10.1007/s41060-021-00265-1,2021,On the nature and types of anomalies: a review of deviations in data,Ralph Foorthuis
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4224312497,10.3390/rs14092025,2022,"Identification and Counting of European Souslik Burrows from UAV Images by Pixel-Based Image Analysis and Random Forest Classification: A Simple, Semi-Automated, yet Accurate Method for Estimating Population Size",Csongor Gedeon
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W3132640023,10.1016/j.ecolind.2021.107494,2021,An improved approach to estimate above-ground volume and biomass of desert shrub communities based on UAV RGB images,Peng Mao
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4382048961,10.1101/2023.06.23.546249,2023,An adversarial collaboration to critically evaluate theories of consciousness,Oscar Ferrante
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4404905824,10.1007/s44163-024-00209-1,2024,"In-depth review of AI-enabled unmanned aerial vehicles: trends, vision, and challenges",Osim Kumar Pal
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4289205119,10.3390/rs14153633,2022,Mapping Plant Species in a Former Industrial Site Using Airborne Hyperspectral and Time Series of Sentinel-2 Data Sets,Rollin Gimenez
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W3014927999,10.3389/fmicb.2020.00390,2020,"Response of Tomato Rhizosphere Bacteria to Root-Knot Nematodes, Fenamiphos and Sampling Time Shows Differential Effects on Low Level Taxa",Mariantonietta Colagiero
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4385416051,10.3390/soilsystems7030069,2023,Phytomanagement of Zn- and Cd-Contaminated Soil: Helianthus annuus Biomass Production and Metal Remediation Abilities with Plant-Growth-Promoting Microbiota Assistance,Ana M. S. Paulo
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4387024308,10.3390/agronomy13102469,2023,Sustainable Grazing by Cattle and Sheep for Semi-Natural Grasslands in Sweden,Anders Glimskär
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W3187884218,10.3390/ijerph18168383,2021,"Designing Ecological Security Patterns Based on the Framework of Ecological Quality and Ecological Sensitivity: A Case Study of Jianghan Plain, China",Xueping Su
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4392221768,10.5194/acp-24-2491-2024,2024,Influences of sources and weather dynamics on atmospheric deposition of Se species and other trace elements,Esther Breuninger
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4387740761,10.1002/edn3.474,2023,"Leech‐derived iDNA complements traditional surveying methods, enhancing species detections for rapid biodiversity sampling in the tropics",Mai Fahmy
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W3027106981,10.23986/afsci.86811,2020,Biodiversity in intensive and extensive grasslands in Finland: the impacts of spatial and temporal changes of agricultural land use,Juha Tiainen
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4413429006,10.3390/app15169206,2025,"Agricultural Image Processing: Challenges, Advances, and Future Trends",Xuehua Song
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W3005387307,,2019,"Northern Conifer Forest Management: Silvicultural, Economic, and Ecological Outcomes From 65 Years of Study",Maren Granstrom
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W4391151479,10.1111/anti.13021,2024,"The Duty of Water: Land, Labour, and the Racialisation of Waste in Colonial and Contemporary Punjab",Maira Hayat
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W7165568148,10.3389/frsen.2026.1822070,2026,Fine-grained crop classification from satellite image time series by boosting rare-class representations and enforcing global semantic consistency,Anqi Wang
F2-cardinalidad-selectiva,openalex,rare crop classes long tail parcel classification,W3184984123,10.1109/access.2021.3099107,2021,"Water, Soil and Air Pollutants’ Interaction on Mangrove Ecosystem and Corresponding Artificial Intelligence Techniques Used in Decision Support Systems - A Review",Wen Yee Wong
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W4415282371,10.3390/rs17203472,2025,"Machine Learning for Urban Air Quality Prediction Using Google AlphaEarth Foundations Satellite Embeddings: A Case Study of Quito, Ecuador",César Iván Álvarez
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W4413300536,10.20944/preprints202508.1202.v1,2025,"Machine Learning for Urban Air Quality Prediction Using Google AlphaEarth Foundations Satellite Embeddings: A Case Study of Quito, Ecuador",César Iván Álvarez
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W4414365981,10.36227/techrxiv.175825526.60198358/v1,2025,Leveraging AlphaEarth Foundations Embeddings for High-Accuracy County-Scale Corn and Soybean Yield Estimation,Jichao Fang
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7141622182,10.1016/j.jag.2026.105258,2026,Harvesting AlphaEarth: Benchmarking the geospatial foundation model for agricultural downstream tasks,Yuchi Ma
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7124290634,10.3390/rs18020293,2026,Streamlining Wetland Vegetation Mapping with AlphaEarth Embeddings: Comparable Accuracy to Traditional Methods with Cleaner Maps and Minimal Preprocessing,Shawn Ryan
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7119541039,10.1038/s43247-025-03127-x,2026,On the foundations of Earth foundation models,Xiao Xiang Zhu
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W4416776366,10.20944/preprints202511.2172.v1,2025,Evaluating AlphaEarth Foundation Embeddings for Pixel- and Object-Based Land Cover Classification in Google Earth Engine,Hayat Khan
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W4415986637,10.7780/kjrs.2025.41.5.10,2025,Estimating River Water Quality Indicators in South Korea Using AlphaEarth Embeddings,Young Jun Kim
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7118575070,10.31223/x58x7v,2026,Spectral indices outperform AlphaEarth foundation embeddings for aboveground biomass estimation in tropical Andean Forests,Juan Camilo Rojas Lucero
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7203493621,10.48550/arxiv.2608.12663,2026,Evaluating AlphaEarth Foundations Embeddings for Wildfire Susceptibility Mapping,Yuan Zhuang
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W4413417087,10.31220/agrirxiv.2025.00354,2025,Within- and cross-regional crop classification for cool climate upland agriculture using AlphaEarth.,Keach Murakami
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7123432572,10.4236/ars.2026.151001,2026,Boosting Algorithm: An Ensemble Learning Tool for Land Use Land Cover Classification Using Google Alpha Earth Foundations Satellite Embeddings,Saviour Mantey
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7166469931,10.55779/ng62650,2026,"Evaluating Google AlphaEarth and Landsat 8/9 Multisource Data Using Random Forest, Rotation Forest, and Canonical Correlation Forest for Enhanced Land Cover Classification",Saviour Mantey
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7126232803,10.3390/rs18030436,2026,Assessing the Utility of Satellite Embedding Features for Biomass Prediction in Subtropical Forests with Machine Learning,Chao Jin
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7148681222,10.1029/2025gl121604,2026,Foundation‐Scale Satellite Embeddings Reframe Hydrological Generalization as a Representation Problem,Zhigang Ou
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7168146443,10.48550/arxiv.2607.08945,2026,"Is sub-metre resolution necessary for cocoa mapping? A landscape-stratified evaluation of very high resolution imagery, decametric Earth Observation inputs, and operational products in Cote d'Ivoire",Kasimir Orlowski
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7140923759,10.5281/zenodo.19234398,2026,"Code and Results for the GRL Paper ""Foundation-scale Satellite Embeddings Reframe Hydrological Generalization as a Representation Problem""",Zhigang Ou
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7167888740,10.1016/j.srs.2026.100466,2026,Geospatial foundation models enable data-efficient tree species mapping in temperate mountain forests,James Ball
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7160605742,10.3390/earth7030076,2026,Impact of Impervious Surface Expansion on Urban Thermal Environment Across Tropical Southeast Asian Megacities: Reliable Assessment Through Foundation Model Embeddings,Sitthisak Moukomla
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7172426341,10.2139/ssrn.7228924,2026,Comparing AlphaEarth Foundations embeddings and satellite time-series for rice crop event prediction,James Brinkhoff
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7172056683,10.5194/isprs-archives-xlix-b3-2026-1331-2026,2026,Fusion of AlphaEarth Embeddings and Sentinel-1 Time-Series for Conflict-Related Urban Damage Mapping,Jakub Slesinski
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7161127264,10.20944/preprints202605.0981.v1,2026,AlphaEarth Foundations (AEF) in Earth Observation: A Systematic Review of Applications and Practices,Shuyang Hou
